Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-09-12,54.723831655546306,54.723831655546306,53.703035677457066,54.027835845947266,2069600,0.0,0.0
2022-09-13,52.47808205908601,53.56383733645568,52.15328543851516,52.31104278564453,894600,0.0,0.0
2022-09-14,52.65440511244235,53.35967931623167,52.34816525367978,52.56160354614258,1592700,0.0,0.0
2022-09-15,52.264641975863455,52.264641975863455,49.46209858901632,50.408653259277344,1083400,0.0,0.0
2022-09-16,49.851860451904635,51.86560660679972,49.647700550480174,51.34593200683594,2317100,0.0,0.0
2022-09-19,50.59425670003749,51.54081144253479,50.05601823194346,51.52225112915039,2052100,0.0,0.0
2022-09-20,50.9561751376626,51.07681540743807,49.824020775195585,51.01185607910156,1916200,0.0,0.0
2022-09-21,51.51296831953243,52.33888632090189,50.4643371814209,51.299530029296875,1201600,0.0,0.0
2022-09-22,51.67072808619972,52.46880383059426,51.2624118276801,51.50368881225586,1070800,0.0,0.0
2022-09-23,50.39938157328072,50.436498662133374,48.135072772422404,49.26722717285156,1576600,0.0,0.0
2022-09-26,49.15586374151675,49.462100047977245,46.872994862365765,47.819549560546875,2134600,0.0,0.0
2022-09-27,48.543381429063814,49.27649421030396,47.77314448748573,47.958744049072266,1974700,0.0,0.0
2022-09-28,49.25794507766353,51.51296824152629,49.25794507766353,51.49441146850586,1479600,0.0,0.0
2022-09-29,50.96545330847056,52.87712314288826,50.956174921612345,52.6636848449707,926400,0.0,0.0
2022-09-30,53.23904073998773,55.067190943918604,52.83072445536115,54.15775680541992,1310700,0.0,0.0
2022-10-03,54.79807212978246,55.809586232317756,54.463993557933314,55.72606658935547,1523700,0.0,0.0
2022-10-04,56.93245335009653,58.14812725276033,56.644777360165946,56.969573974609375,1979000,0.0,0.0
2022-10-05,55.976616419634894,56.30141301168486,54.937263785057645,56.12509536743164,1307700,0.0,0.0
2022-10-06,56.07870331251341,57.64701261430322,56.004462059402094,57.62845230102539,1271600,0.0,0.0
2022-10-07,56.80253521481876,56.97885641283064,54.25055066691542,54.352630615234375,1373400,0.0,0.0
2022-10-11,53.83295025071666,54.53822793342513,53.10911579637361,53.146236419677734,1089300,0.0,0.0
2022-10-12,53.099840752466804,53.97215421490911,52.81216121378055,53.84223556518555,610100,0.0,0.0
2022-10-13,52.357444671943036,53.49888094980527,50.75201471351065,53.39680099487305,966900,0.0,0.0
2022-10-14,53.09984307207398,53.09984307207398,51.64289208221265,51.70785140991211,689000,0.0,0.0
2022-10-17,52.75648125256998,53.786555623055854,52.51520426147366,52.719364166259766,1218800,0.0,0.0
2022-10-18,53.33183449784498,53.6009501591955,52.53375881931529,53.276153564453125,756900,0.0,0.0
2022-10-19,52.29248294095614,52.35744226565158,51.44800817989782,51.615047454833984,778700,0.0,0.0
2022-10-20,51.689292390024214,53.229763059772765,51.086094571982684,52.38528823852539,815000,0.0,0.0
2022-10-21,52.5430396036671,54.64958722292981,52.394560647860885,54.51966857910156,1553800,0.0,0.0
2022-10-24,54.02783410730456,54.36191265156412,53.12767842305158,53.85151290893555,1187900,0.0,0.0
2022-10-25,53.842238847166506,54.57535531817149,53.59167991884766,54.26911544799805,731100,0.0,0.0
2022-10-26,54.992944323835545,56.941734607667726,54.95582723977609,56.47773742675781,1414900,0.0,0.0
2022-10-27,55.77246539199283,57.507817573600406,55.52191000407781,56.53342056274414,1547400,0.0,0.0
2022-10-28,55.94878449200321,57.05309657859291,55.6982255735297,57.01597595214844,942200,0.0,0.0
2022-10-31,56.61694011692518,57.05309864338819,55.54046669120155,55.614707946777344,1122400,0.0,0.0
2022-11-01,57.006694844969246,57.90685052319104,56.91389682330452,57.85116958618164,1021100,0.0,0.0
2022-11-02,58.092450746628465,58.38940868534466,53.58240072486952,53.74015808105469,2295700,0.0,0.0
2022-11-03,53.3225514834206,54.02782913191276,52.311037557570046,52.403839111328125,1482900,0.0,0.0
2022-11-04,54.25983039592224,54.57534861430522,51.34592872380638,54.29694747924805,2170700,0.0,0.0
2022-11-07,54.872304307687756,55.0300616405072,52.96063476282735,53.935028076171875,1588900,0.0,0.0
2022-11-08,54.12063215503052,58.08316859682939,53.47103537866687,56.88605499267578,2332000,0.0,0.0
2022-11-09,56.75613708154089,57.47997157715333,55.12286850323093,55.45694351196289,1885100,0.0,0.0
2022-11-10,57.795488551772365,59.28028167602899,57.34077329035687,58.927642822265625,3555800,0.0,0.0
2022-11-11,59.05756672196499,60.15260046525872,58.268772848922616,59.94844055175781,1675200,0.0,0.0
2022-11-14,59.753554781946285,60.7372265133727,59.61435421541512,60.06907653808594,2227200,0.0,0.0
2022-11-15,60.67226722346732,60.68154914925004,58.84412078621007,59.2988395690918,1138900,0.0,0.0
2022-11-16,58.918370739790255,59.92988485853035,58.7791701526171,59.094688415527344,1133800,0.0,0.0
2022-11-17,58.11101152744174,58.49148911073156,57.76765457179432,58.380130767822266,1715800,0.0,0.0
2022-11-18,58.58428917142856,59.410200105090254,58.231650297941215,59.354522705078125,1879600,0.0,0.0
2022-11-21,59.24316634399314,59.79996514283841,58.07389488444854,59.103965759277344,3202600,0.0,0.0
2022-11-22,59.55867980683174,61.043469404190354,59.317399284749946,60.95995330810547,989200,0.0,0.0
2022-11-23,60.82074571012178,61.95289985986094,60.45882850881623,61.683780670166016,1838100,0.0,0.0
2022-11-24,62.249862564835354,62.760255208229005,62.12921876836949,62.59321594238281,302700,0.0,0.0
2022-11-25,62.138511648270786,62.5839521290629,61.386838359472605,61.60027313232422,1615500,0.0,0.0
2022-11-28,61.702349183724095,62.76026229350401,60.60731544622821,60.681556701660156,1040000,0.0,0.0
2022-11-29,61.64667458845761,63.09434373510255,61.64667458845761,62.88090896606445,1044800,0.0,0.0
2022-11-30,63.61338935654982,64.21210303833894,62.397248175723746,63.3795166015625,3483300,0.543,0.0
2022-12-01,64.54888294753553,65.8959923538326,64.49275576801661,65.54985809326172,1480100,0.0,0.0
2022-12-02,64.51146306030442,65.48437462549369,63.68823349155831,65.21308135986328,1148200,0.0,0.0
2022-12-05,64.75468832007256,64.78275190818431,63.48241998598759,64.05307006835938,1977100,0.0,0.0
2022-12-06,64.94178703285431,65.40018278654686,64.31500974176079,64.83888244628906,1380300,0.0,0.0
2022-12-07,65.46566081520213,66.61631070432138,65.39081982513089,66.27953338623047,1846400,0.0,0.0
2022-12-08,66.71921888483041,66.80341678751545,65.56856179633516,65.74630737304688,1478400,0.0,0.0
2022-12-09,66.19534954526856,66.71922225607265,64.96050162892293,65.02598571777344,804700,0.0,0.0
2022-12-12,64.44597211946063,65.40017690226146,64.10919480049913,65.31597900390625,2015400,0.0,0.0
2022-12-13,66.96244881055145,67.70148757156106,65.40018052274597,67.06535339355469,2210000,0.0,0.0
2022-12-14,66.99050803055702,67.6547057538451,66.12050115468371,66.70050811767578,1494800,0.0,0.0
2022-12-15,65.26920478662177,65.5311482653343,64.39919785970913,64.51145935058594,1260600,0.0,0.0
2022-12-16,64.33371940552195,66.14857441212084,64.2121081326832,65.4375991821289,3288100,0.0,0.0
2022-12-19,65.26921486445605,65.58728556910337,63.85662835660479,64.21211242675781,2818400,0.0,0.0
2022-12-20,65.18501495748447,66.76599707486068,65.08211037367712,66.28889465332031,1574300,0.0,0.0
2022-12-21,66.76598980928068,67.33663984384773,66.3543715188443,66.5601806640625,1907300,0.0,0.0
2022-12-22,66.10180496114859,66.71922537961147,65.44695690475561,66.06438446044922,1352100,0.0,0.0
2022-12-23,66.37308087595251,67.27115847992262,65.34404224555588,66.88760375976562,1899800,0.0,0.0
2022-12-28,67.15890762089231,67.37406657927107,66.0550278259725,66.25148010253906,642800,0.0,0.0
2022-12-29,66.56018921362937,66.92503014984156,65.98018219689783,66.05502319335938,1143200,0.0,0.0
2022-12-30,66.19535725864066,66.33568236173744,65.35341377729115,65.82115936279297,825400,0.0,0.0
2023-01-03,67.54245987624326,68.9737673670665,67.45826909649372,68.47795104980469,1213300,0.0,0.0
2023-01-04,69.12342747080554,70.3302116832604,68.98310239731455,69.98407745361328,1612800,0.0,0.0
2023-01-05,69.20762535338552,69.52568885847526,68.30019796721933,69.27310943603516,1144200,0.0,0.0
2023-01-06,69.89989365495646,70.46118686760404,69.0485933582771,69.52569580078125,1891200,0.0,0.0
2023-01-09,69.70344328463803,70.18053860289773,68.34697691848527,68.51536560058594,909300,0.0,0.0
2023-01-10,68.8240751536613,69.41343193625877,68.41245681438232,69.38536834716797,760000,0.0,0.0
2023-01-11,69.46957161248201,69.57247620524268,67.93536676779856,68.5340805053711,1287200,0.0,0.0
2023-01-12,69.254397504761,69.47891334606663,67.9821291753126,69.05794525146484,937600,0.0,0.0
2023-01-13,69.22634027141174,70.39570412734776,69.12343568111093,70.08699035644531,1180400,0.0,0.0
2023-01-16,69.7315089786301,70.60151600618549,69.68473156771272,70.05892944335938,218100,0.0,0.0
2023-01-17,69.54441245864163,69.62861037809462,68.01020745993222,68.34698486328125,894100,0.0,0.0
2023-01-18,69.08599947061916,69.38535626417375,68.06631784599628,68.66503143310547,957000,0.0,0.0
2023-01-19,68.68375510450912,70.40506244627086,68.49665973870556,69.93731689453125,1205100,0.0,0.0
2023-01-20,69.46021506477432,70.46119026910743,69.19827869537586,70.39570617675781,1058500,0.0,0.0
2023-01-23,69.65665519257423,70.62956663581323,69.432139363282,70.55472564697266,1571300,0.0,0.0
2023-01-24,70.31151552681047,71.77087938016997,69.92796074434861,71.71475219726562,932500,0.0,0.0
2023-01-25,71.05990044364934,72.73443030653102,70.9195753564479,72.5192642211914,799300,0.0,0.0
2023-01-26,72.201199886262,72.201199886262,70.79796330423092,71.18151092529297,1853300,0.0,0.0
2023-01-27,70.9102368229878,71.125395805197,70.25538869133929,70.83539581298828,1626900,0.0,0.0
2023-01-30,70.58279350144105,71.3311891606414,70.030857234134,70.12440490722656,1635300,0.0,0.0
2023-01-31,69.9560159424448,70.31150709080246,69.62859551940214,70.29279327392578,2130900,0.0,0.0
2023-02-01,70.27409853433691,71.48088298764655,69.58182993687699,71.09732818603516,1971800,0.0,0.0
2023-02-02,70.84473782113292,71.0786105752619,68.41245546840746,68.46858978271484,2842900,0.0,0.0
2023-02-03,67.14019032726276,67.43019740957439,65.34404920255172,65.73695373535156,2262000,0.0,0.0
2023-02-06,65.5779259954199,66.32632174529502,64.9137281575904,65.91470336914062,2443200,0.0,0.0
